id_actividad,disciplina,descripcion,unidad,cantidad_planificada,cantidad_ejecutada,peso_presupuesto_usd,avance_planificado_pct,costo_real_usd
STAP-INS-011,Instrumentación,Sistema de parada de emergencia (ESD) — Área 600 (Servicios),und,5,1,32383,0.35,6730
STAP-INS-012,Instrumentación,Lazo de control - pruebas de lazo — Área 200 (Separación),und,96,35,36607,0.55,13147
STAP-INS-013,Instrumentación,Bandejas y canalización de señales — Área 200 (Separación),m,1466,605,12461,0.53,5300
STAP-INS-014,Instrumentación,Instalación de instrumento de campo (Tx) — Área 400 (Bombeo),und,63,29,71496,0.63,33792
STAP-INS-015,Instrumentación,Instalación de instrumento de campo (Tx) — Área 200 (Separación),und,71,35,102493,0.56,53765
STAP-INS-016,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,13243,2412,83431,0.36,17068
STAP-INS-017,Instrumentación,Sistema de parada de emergencia (ESD) — Área 100 (Recepción),und,5,2,56825,0.5,24675
STAP-INS-018,Instrumentación,Lazo de control - pruebas de lazo — Área 600 (Servicios),und,143,37,51612,0.42,15103
STAP-INS-019,Instrumentación,Válvula de control y actuador — Área 600 (Servicios),und,25,12,127192,0.61,62791
STAP-INS-020,Instrumentación,Cableado de instrumentación — Área 300 (Tratamiento),m,11626,1831,67082,0.31,11508
STAP-INS-021,Instrumentación,Bandejas y canalización de señales — Área 400 (Bombeo),m,3839,771,23341,0.33,4645
STAP-INS-022,Instrumentación,Cableado de instrumentación — Área 500 (Inyección),m,13092,4760,80516,0.56,30438
STAP-INS-023,Instrumentación,Sistema de parada de emergencia (ESD) — Área 100 (Recepción),und,8,1,98337,0.2,13440
STAP-INS-024,Instrumentación,Bandejas y canalización de señales — Área 400 (Bombeo),m,1685,792,9251,0.6,4762
STAP-INS-025,Instrumentación,Cableado de instrumentación — Área 300 (Tratamiento),m,2711,601,10627,0.32,2228
STAP-INS-026,Instrumentación,Válvula de control y actuador — Área 300 (Tratamiento),und,18,5,89557,0.47,23487
STAP-INS-027,Instrumentación,Sistema de parada de emergencia (ESD) — Área 400 (Bombeo),und,3,1,22036,0.49,7051
STAP-INS-028,Instrumentación,Sistema de parada de emergencia (ESD) — Área 200 (Separación),und,11,5,97180,0.63,48884
STAP-INS-029,Instrumentación,Lazo de control - pruebas de lazo — Área 400 (Bombeo),und,48,11,15256,0.3,3923
STAP-INS-030,Instrumentación,Sistema de parada de emergencia (ESD) — Área 300 (Tratamiento),und,3,1,35018,0.46,12117
STAP-INS-031,Instrumentación,Bandejas y canalización de señales — Área 600 (Servicios),m,2808,1133,19403,0.54,8320
STAP-INS-032,Instrumentación,Sistema de parada de emergencia (ESD) — Área 500 (Inyección),und,8,2,78083,0.29,19390
STAP-INS-033,Instrumentación,Válvula de control y actuador — Área 100 (Recepción),und,6,1,37199,0.28,6184
STAP-INS-034,Instrumentación,Bandejas y canalización de señales — Área 600 (Servicios),m,1671,764,14989,0.54,6810
STAP-INS-035,Instrumentación,Bandejas y canalización de señales — Área 200 (Separación),m,3364,1012,23010,0.36,6754
STAP-INS-036,Instrumentación,Instalación de instrumento de campo (Tx) — Área 100 (Recepción),und,55,11,86155,0.25,18112
STAP-INS-037,Instrumentación,Sistema de parada de emergencia (ESD) — Área 200 (Separación),und,4,1,33369,0.3,8564
STAP-INS-038,Instrumentación,Bandejas y canalización de señales — Área 600 (Servicios),m,2652,343,27050,0.3,3741
STAP-INS-039,Instrumentación,Cableado de instrumentación — Área 300 (Tratamiento),m,3674,1213,24212,0.49,7841
STAP-INS-040,Instrumentación,Bandejas y canalización de señales — Área 200 (Separación),m,3026,309,21999,0.19,2398
STAP-INS-041,Instrumentación,Bandejas y canalización de señales — Área 200 (Separación),m,3880,1385,28828,0.4,11031
STAP-INS-042,Instrumentación,Válvula de control y actuador — Área 300 (Tratamiento),und,14,3,100020,0.26,22837
STAP-INS-043,Instrumentación,Válvula de control y actuador — Área 100 (Recepción),und,21,5,99017,0.42,25555
STAP-INS-044,Instrumentación,Lazo de control - pruebas de lazo — Área 600 (Servicios),und,190,21,142283,0.23,17252
STAP-INS-045,Instrumentación,Sistema de parada de emergencia (ESD) — Área 400 (Bombeo),und,2,1,26264,0.67,13221
STAP-INS-046,Instrumentación,Sistema de parada de emergencia (ESD) — Área 300 (Tratamiento),und,9,2,103955,0.4,24998
STAP-INS-047,Instrumentación,Lazo de control - pruebas de lazo — Área 200 (Separación),und,178,74,107482,0.47,50465
STAP-INS-048,Instrumentación,Bandejas y canalización de señales — Área 400 (Bombeo),m,1431,494,9073,0.51,3340
STAP-INS-049,Instrumentación,Bandejas y canalización de señales — Área 100 (Recepción),m,2144,1062,12692,0.6,6156
STAP-INS-050,Instrumentación,Sistema de parada de emergencia (ESD) — Área 600 (Servicios),und,9,4,68069,0.62,29974
STAP-INS-051,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,6,1,27531,0.26,4427
STAP-INS-052,Instrumentación,Lazo de control - pruebas de lazo — Área 100 (Recepción),und,138,50,50491,0.45,18231
STAP-INS-053,Instrumentación,Bandejas y canalización de señales — Área 400 (Bombeo),m,726,193,6048,0.42,1665
STAP-INS-054,Instrumentación,Válvula de control y actuador — Área 600 (Servicios),und,10,4,65907,0.47,28167
STAP-INS-055,Instrumentación,Cableado de instrumentación — Área 300 (Tratamiento),m,13874,1491,59658,0.18,7176
STAP-INS-056,Instrumentación,Instalación de instrumento de campo (Tx) — Área 600 (Servicios),und,133,41,216694,0.48,66893
STAP-INS-057,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,18,4,121304,0.32,27166
STAP-INS-058,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,39,9,261219,0.38,62877
STAP-INS-059,Instrumentación,Bandejas y canalización de señales — Área 500 (Inyección),m,1132,505,12373,0.51,6188
STAP-INS-060,Instrumentación,Lazo de control - pruebas de lazo — Área 100 (Recepción),und,50,25,34737,0.63,16951
STAP-INS-061,Instrumentación,Bandejas y canalización de señales — Área 600 (Servicios),m,3270,628,23838,0.33,4708
STAP-INS-062,Instrumentación,Válvula de control y actuador — Área 400 (Bombeo),und,32,14,291898,0.55,132897
STAP-INS-063,Instrumentación,Bandejas y canalización de señales — Área 300 (Tratamiento),m,3151,355,19505,0.26,2126
STAP-INS-064,Instrumentación,Lazo de control - pruebas de lazo — Área 200 (Separación),und,192,69,59347,0.49,20334
STAP-INS-065,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,13119,5019,84224,0.51,33729
STAP-INS-066,Instrumentación,Instalación de instrumento de campo (Tx) — Área 300 (Tratamiento),und,57,14,83797,0.37,20440
STAP-INS-067,Instrumentación,Lazo de control - pruebas de lazo — Área 300 (Tratamiento),und,178,37,135234,0.29,28793
STAP-INS-068,Instrumentación,Lazo de control - pruebas de lazo — Área 400 (Bombeo),und,91,29,52186,0.37,16299
STAP-INS-069,Instrumentación,Válvula de control y actuador — Área 200 (Separación),und,13,6,72146,0.66,32954
STAP-INS-070,Instrumentación,Lazo de control - pruebas de lazo — Área 300 (Tratamiento),und,58,9,23451,0.3,3885
STAP-INS-071,Instrumentación,Bandejas y canalización de señales — Área 600 (Servicios),m,888,231,5754,0.46,1683
STAP-INS-072,Instrumentación,Válvula de control y actuador — Área 400 (Bombeo),und,37,18,205292,0.63,98063
STAP-INS-073,Instrumentación,Cableado de instrumentación — Área 100 (Recepción),m,10867,1618,63137,0.28,10494
STAP-INS-074,Instrumentación,Bandejas y canalización de señales — Área 500 (Inyección),m,2602,474,27477,0.35,4785
STAP-INS-075,Instrumentación,Instalación de instrumento de campo (Tx) — Área 400 (Bombeo),und,124,25,184906,0.34,41241
STAP-INS-076,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,10243,4046,58692,0.58,22411
STAP-INS-077,Instrumentación,Instalación de instrumento de campo (Tx) — Área 600 (Servicios),und,180,81,330455,0.63,141649
STAP-INS-078,Instrumentación,Lazo de control - pruebas de lazo — Área 600 (Servicios),und,56,23,29224,0.54,12243
STAP-INS-079,Instrumentación,Sistema de parada de emergencia (ESD) — Área 200 (Separación),und,10,2,74187,0.35,16646
STAP-INS-080,Instrumentación,Lazo de control - pruebas de lazo — Área 200 (Separación),und,151,42,102216,0.46,28342
STAP-INS-081,Instrumentación,Válvula de control y actuador — Área 100 (Recepción),und,9,2,57795,0.41,14491
STAP-INS-082,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,8,4,36045,0.6,18052
STAP-INS-083,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,9531,1762,45749,0.35,8184
STAP-INS-084,Instrumentación,Cableado de instrumentación — Área 100 (Recepción),m,8979,993,63302,0.26,7008
STAP-INS-085,Instrumentación,Lazo de control - pruebas de lazo — Área 600 (Servicios),und,81,9,46377,0.28,5474
STAP-INS-086,Instrumentación,Válvula de control y actuador — Área 300 (Tratamiento),und,16,7,99802,0.59,44849
STAP-INS-087,Instrumentación,Bandejas y canalización de señales — Área 300 (Tratamiento),m,3287,790,18013,0.32,4778
STAP-INS-088,Instrumentación,Instalación de instrumento de campo (Tx) — Área 600 (Servicios),und,81,20,93286,0.43,22907
STAP-INS-089,Instrumentación,Lazo de control - pruebas de lazo — Área 100 (Recepción),und,121,30,78740,0.39,19351
STAP-INS-090,Instrumentación,Lazo de control - pruebas de lazo — Área 500 (Inyección),und,120,53,41334,0.49,18031
STAP-INS-091,Instrumentación,Válvula de control y actuador — Área 600 (Servicios),und,13,1,59787,0.23,5192
STAP-INS-092,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,6171,1214,30855,0.29,5815
STAP-INS-093,Instrumentación,Sistema de parada de emergencia (ESD) — Área 500 (Inyección),und,2,0,24687,0.11,0
STAP-INS-094,Instrumentación,Sistema de parada de emergencia (ESD) — Área 400 (Bombeo),und,3,1,35990,0.51,12299
STAP-INS-095,Instrumentación,Instalación de instrumento de campo (Tx) — Área 200 (Separación),und,38,11,61766,0.49,17772
STAP-INS-096,Instrumentación,Cableado de instrumentación — Área 600 (Servicios),m,11080,4613,79000,0.53,35106
STAP-INS-097,Instrumentación,Bandejas y canalización de señales — Área 500 (Inyección),m,2059,975,20899,0.64,9633
STAP-INS-098,Instrumentación,Válvula de control y actuador — Área 300 (Tratamiento),und,40,19,373628,0.54,179509
STAP-INS-099,Instrumentación,Sistema de parada de emergencia (ESD) — Área 200 (Separación),und,2,0,12674,0.05,0
STAP-INS-100,Instrumentación,Sistema de parada de emergencia (ESD) — Área 100 (Recepción),und,10,1,97281,0.28,10538
STAP-INS-101,Instrumentación,Instalación de instrumento de campo (Tx) — Área 600 (Servicios),und,39,8,36676,0.3,7922
STAP-INS-102,Instrumentación,Bandejas y canalización de señales — Área 400 (Bombeo),m,2957,1018,22591,0.54,7586
STAP-INS-103,Instrumentación,Cableado de instrumentación — Área 400 (Bombeo),m,13352,2468,90927,0.23,16683
STAP-INS-104,Instrumentación,Cableado de instrumentación — Área 300 (Tratamiento),m,12008,4958,67245,0.59,29373
STAP-INS-105,Instrumentación,Válvula de control y actuador — Área 200 (Separación),und,39,15,214339,0.43,79237
STAP-INS-106,Instrumentación,Lazo de control - pruebas de lazo — Área 200 (Separación),und,189,77,59892,0.52,25352
STAP-INS-107,Instrumentación,Válvula de control y actuador — Área 400 (Bombeo),und,35,10,212181,0.35,61902
STAP-INS-108,Instrumentación,Sistema de parada de emergencia (ESD) — Área 300 (Tratamiento),und,7,3,59329,0.58,28362
STAP-INS-109,Instrumentación,Lazo de control - pruebas de lazo — Área 100 (Recepción),und,153,65,70337,0.49,28466
STAP-INS-110,Instrumentación,Cableado de instrumentación — Área 500 (Inyección),m,9526,4430,66015,0.53,29261
STAP-INS-111,Instrumentación,Instalación de instrumento de campo (Tx) — Área 200 (Separación),und,57,13,87994,0.35,19877
STAP-INS-112,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,30,7,173298,0.39,42582
STAP-INS-113,Instrumentación,Válvula de control y actuador — Área 500 (Inyección),und,28,8,202497,0.39,62835
STAP-INS-114,Instrumentación,Lazo de control - pruebas de lazo — Área 100 (Recepción),und,65,17,51030,0.4,14613
STAP-ELE-001,Eléctrica,Iluminación y tomas industriales — Área 100 (Recepción),und,243,181,34358,0.93,24944
STAP-ELE-002,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,2921,1169,13378,0.49,5267
STAP-ELE-003,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,47,21,2860,0.58,1344
STAP-ELE-004,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,2897,1965,17411,0.75,12888
STAP-ELE-005,Eléctrica,Cableado de potencia — Área 300 (Tratamiento),m,13935,7458,108972,0.7,57081
STAP-ELE-006,Eléctrica,Cableado de potencia — Área 400 (Bombeo),m,16394,11190,142464,0.87,95821
STAP-ELE-007,Eléctrica,Cableado de control — Área 200 (Separación),m,10108,10614,51248,0.68,28912
STAP-ELE-008,Eléctrica,Cableado de control — Área 600 (Servicios),m,10354,6109,41416,0.65,25234
STAP-ELE-009,Eléctrica,Sistema de puesta a tierra — Área 500 (Inyección),m,5101,1534,38819,0.37,11267
STAP-ELE-010,Eléctrica,Montaje de subestación / CCM — Área 100 (Recepción),und,2,1,353586,0.59,181821
STAP-ELE-011,Eléctrica,Montaje de subestación / CCM — Área 200 (Separación),und,1,0,165871,0.1,0
STAP-ELE-012,Eléctrica,Iluminación y tomas industriales — Área 200 (Separación),und,77,42,6413,0.64,3953
STAP-ELE-013,Eléctrica,Cableado de potencia — Área 100 (Recepción),m,6335,3054,64617,0.54,32038
STAP-ELE-014,Eléctrica,Cableado de control — Área 500 (Inyección),m,9835,7042,35603,0.89,24833
STAP-ELE-015,Eléctrica,Montaje de subestación / CCM — Área 600 (Servicios),und,2,1,154880,0.61,77043
STAP-ELE-016,Eléctrica,Cableado de potencia — Área 300 (Tratamiento),m,12700,8553,151892,0.73,96895
STAP-ELE-017,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,3709,1412,23923,0.48,9192
STAP-ELE-018,Eléctrica,Iluminación y tomas industriales — Área 300 (Tratamiento),und,177,56,16875,0.36,5701
STAP-ELE-019,Eléctrica,Sistema de puesta a tierra — Área 200 (Separación),m,4433,2614,23406,0.7,13648
STAP-ELE-019,Eléctrica,Montaje de tablero eléctrico — Área 200 (Separación),und,15,10,198757,0.77,128302
STAP-ELE-021,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,42,30,3363,0.77,2395
STAP-ELE-022,Eléctrica,Montaje de subestación / CCM — Área 200 (Separación),und,2,1,360675,0.66,180566
STAP-ELE-023,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,99,47,6487,0.62,3460
STAP-ELE-024,Eléctrica,Bandeja portacables — Área 100 (Recepción),m,1075,371,11750,0.39,4608
STAP-ELE-025,Eléctrica,Montaje de tablero eléctrico — Área 600 (Servicios),und,20,12,165044,0.77,107438
STAP-ELE-026,Eléctrica,Montaje de tablero eléctrico — Área 400 (Bombeo),und,20,9,226684,0.53,108302
STAP-ELE-027,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,1007,356,5659,0.43,1958
STAP-ELE-028,Eléctrica,Bandeja portacables — Área 500 (Inyección),m,4655,1753,40219,0.46,16360
STAP-ELE-029,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,4112,2346,19368,0.66,12456
STAP-ELE-030,Eléctrica,Bandeja portacables — Área 100 (Recepción),m,3903,1651,30287,0.55,14448
STAP-ELE-031,Eléctrica,Montaje de tablero eléctrico — Área 600 (Servicios),und,19,6,146914,0.4,43786
STAP-ELE-032,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,204,158,13080,0.86,10999
STAP-ELE-033,Eléctrica,Iluminación y tomas industriales — Área 300 (Tratamiento),und,154,89,22392,0.78,13808
STAP-ELE-034,Eléctrica,Montaje de subestación / CCM — Área 300 (Tratamiento),und,2,2,332694,1.0,320327
STAP-ELE-035,Eléctrica,Sistema de puesta a tierra — Área 200 (Separación),m,5829,3866,32876,0.79,20748
STAP-ELE-036,Eléctrica,Cableado de control — Área 500 (Inyección),m,2578,1082,17969,0.47,8072
STAP-ELE-037,Eléctrica,Montaje de subestación / CCM — Área 300 (Tratamiento),und,1,0,131688,0.05,0
STAP-ELE-038,Eléctrica,Cableado de control — Área 600 (Servicios),m,4323,3008,17378,0.85,12715
STAP-ELE-039,Eléctrica,Montaje de tablero eléctrico — Área 600 (Servicios),und,8,3,88701,0.53,35724
STAP-ELE-040,Eléctrica,Bandeja portacables — Área 300 (Tratamiento),m,1154,396,8736,0.41,2856
STAP-ELE-041,Eléctrica,Bandeja portacables — Área 200 (Separación),m,4306,3103,27688,0.92,22615
STAP-ELE-042,Eléctrica,Iluminación y tomas industriales — Área 300 (Tratamiento),und,168,86,15631,0.65,7988
STAP-ELE-043,Eléctrica,Montaje de subestación / CCM — Área 100 (Recepción),und,2,1,247703,0.63,121885
STAP-ELE-044,Eléctrica,Montaje de subestación / CCM — Área 400 (Bombeo),und,2,1,213635,0.65,104872
STAP-ELE-045,Eléctrica,Iluminación y tomas industriales — Área 400 (Bombeo),und,97,40,9712,0.49,4078
STAP-ELE-046,Eléctrica,Iluminación y tomas industriales — Área 200 (Separación),und,129,89,16724,0.81,11051
STAP-ELE-047,Eléctrica,Cableado de potencia — Área 400 (Bombeo),m,13144,9327,116719,0.88,80642
STAP-ELE-048,Eléctrica,Sistema de puesta a tierra — Área 300 (Tratamiento),m,6408,2156,30246,0.43,10218
STAP-ELE-049,Eléctrica,Sistema de puesta a tierra — Área 300 (Tratamiento),m,3786,1321,26048,0.42,10219
STAP-ELE-050,Eléctrica,Cableado de potencia — Área 500 (Inyección),m,11112,7628,106120,0.75,70038
STAP-ELE-051,Eléctrica,Montaje de subestación / CCM — Área 300 (Tratamiento),und,1,0,138313,0.05,0
STAP-ELE-052,Eléctrica,Iluminación y tomas industriales — Área 300 (Tratamiento),und,180,122,26051,0.81,19465
STAP-ELE-053,Eléctrica,Cableado de control — Área 100 (Recepción),m,5848,2289,38714,0.48,16203
STAP-ELE-054,Eléctrica,Sistema de puesta a tierra — Área 100 (Recepción),m,6211,4756,35403,0.93,27924
STAP-ELE-055,Eléctrica,Cableado de control — Área 300 (Tratamiento),m,3602,1139,18190,0.48,6128
STAP-ELE-056,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,4044,1513,29643,0.5,11569
STAP-ELE-057,Eléctrica,Montaje de tablero eléctrico — Área 600 (Servicios),und,15,6,129541,0.57,55402
STAP-ELE-058,Eléctrica,Bandeja portacables — Área 400 (Bombeo),m,3218,2205,36299,0.76,26943
STAP-ELE-059,Eléctrica,Iluminación y tomas industriales — Área 400 (Bombeo),und,171,130,15537,0.91,11714
STAP-ELE-060,Eléctrica,Bandeja portacables — Área 200 (Separación),m,1860,1217,20497,0.71,13401
STAP-ELE-061,Eléctrica,Bandeja portacables — Área 200 (Separación),m,3850,1160,23446,0.48,7938
STAP-ELE-062,Eléctrica,Montaje de subestación / CCM — Área 400 (Bombeo),und,1,0,84719,0.12,0
STAP-ELE-063,Eléctrica,Montaje de tablero eléctrico — Área 400 (Bombeo),und,15,7,150883,0.52,77284
STAP-ELE-064,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,53,32,3579,0.65,2305
STAP-ELE-065,Eléctrica,Montaje de tablero eléctrico — Área 400 (Bombeo),und,17,12,197702,0.75,136900
STAP-ELE-066,Eléctrica,Montaje de tablero eléctrico — Área 100 (Recepción),und,18,9,124624,0.61,60246
STAP-ELE-067,Eléctrica,Montaje de tablero eléctrico — Área 500 (Inyección),und,15,9,146236,0.8,83417
STAP-ELE-068,Eléctrica,Bandeja portacables — Área 600 (Servicios),m,877,519,8384,0.76,4784
STAP-ELE-069,Eléctrica,Cableado de control — Área 600 (Servicios),m,8081,4414,44446,0.71,24832
STAP-ELE-070,Eléctrica,Montaje de subestación / CCM — Área 400 (Bombeo),und,2,1,314122,0.58,150442
STAP-ELE-071,Eléctrica,Cableado de potencia — Área 100 (Recepción),m,3475,2248,33846,0.74,21406
STAP-ELE-072,Eléctrica,Sistema de puesta a tierra — Área 100 (Recepción),m,1126,368,4729,0.44,1498
STAP-ELE-073,Eléctrica,Bandeja portacables — Área 100 (Recepción),m,2566,1781,22991,0.84,15108
STAP-ELE-074,Eléctrica,Bandeja portacables — Área 400 (Bombeo),m,2437,932,23883,0.48,8696
STAP-ELE-075,Eléctrica,Bandeja portacables — Área 600 (Servicios),m,1248,774,11082,0.81,7125
STAP-ELE-076,Eléctrica,Montaje de tablero eléctrico — Área 100 (Recepción),und,7,4,100062,0.73,59368
STAP-ELE-077,Eléctrica,Bandeja portacables — Área 200 (Separación),m,1992,1189,15060,0.74,8858
STAP-ELE-078,Eléctrica,Sistema de puesta a tierra — Área 500 (Inyección),m,1049,646,4752,0.67,2839
STAP-ELE-079,Eléctrica,Montaje de subestación / CCM — Área 400 (Bombeo),und,2,1,170838,0.67,84465
STAP-ELE-080,Eléctrica,Montaje de subestación / CCM — Área 500 (Inyección),und,2,1,269300,0.68,142492
STAP-ELE-081,Eléctrica,Montaje de tablero eléctrico — Área 200 (Separación),und,4,2,32380,0.63,18160
STAP-ELE-082,Eléctrica,Bandeja portacables — Área 500 (Inyección),m,3914,2273,40392,0.76,26026
STAP-ELE-083,Eléctrica,Montaje de subestación / CCM — Área 100 (Recepción),und,2,1,195060,0.69,93816
STAP-ELE-084,Eléctrica,Cableado de control — Área 400 (Bombeo),m,10295,7667,60946,0.79,43536
STAP-ELE-085,Eléctrica,Iluminación y tomas industriales — Área 200 (Separación),und,290,183,36244,0.73,25855
STAP-ELE-086,Eléctrica,Montaje de subestación / CCM — Área 600 (Servicios),und,2,1,194694,0.66,102838
STAP-ELE-087,Eléctrica,Sistema de puesta a tierra — Área 300 (Tratamiento),m,6438,3034,25816,0.57,12280
STAP-ELE-088,Eléctrica,Cableado de potencia — Área 500 (Inyección),m,10733,8308,88869,0.85,70946
STAP-ELE-089,Eléctrica,Bandeja portacables — Área 200 (Separación),m,3450,2194,20458,0.8,14627
STAP-ELE-090,Eléctrica,Bandeja portacables — Área 600 (Servicios),m,4397,2777,32494,0.82,19832
STAP-ELE-091,Eléctrica,Cableado de control — Área 400 (Bombeo),m,11200,5749,64624,0.6,33331
STAP-ELE-092,Eléctrica,Iluminación y tomas industriales — Área 200 (Separación),und,267,120,20479,0.59,9833
STAP-ELE-093,Eléctrica,Cableado de potencia — Área 600 (Servicios),m,4951,3839,58273,0.96,46785
STAP-ELE-094,Eléctrica,Cableado de potencia — Área 100 (Recepción),m,2802,1507,25050,0.64,14211
STAP-ELE-095,Eléctrica,Bandeja portacables — Área 600 (Servicios),m,4872,2191,32935,0.51,14886
STAP-ELE-096,Eléctrica,Sistema de puesta a tierra — Área 600 (Servicios),m,2344,1342,13408,0.63,7384
STAP-ELE-097,Eléctrica,Iluminación y tomas industriales — Área 500 (Inyección),und,190,94,25414,0.61,12780
STAP-ELE-098,Eléctrica,Bandeja portacables — Área 600 (Servicios),m,2102,665,13789,0.41,4654
STAP-ELE-099,Eléctrica,Cableado de control — Área 100 (Recepción),m,9957,7928,38036,0.87,32147
STAP-ELE-100,Eléctrica,Cableado de control — Área 400 (Bombeo),m,2999,2234,21173,0.85,15298
STAP-ELE-101,Eléctrica,Cableado de control — Área 400 (Bombeo),m,5720,3255,35064,0.65,19697
STAP-ELE-102,Eléctrica,Iluminación y tomas industriales — Área 100 (Recepción),und,257,105,18509,0.55,8016
STAP-ELE-103,Eléctrica,Iluminación y tomas industriales — Área 400 (Bombeo),und,108,53,6613,0.67,3107
STAP-ELE-104,Eléctrica,Montaje de subestación / CCM — Área 300 (Tratamiento),und,1,0,168132,0.09,0
STAP-ELE-105,Eléctrica,Iluminación y tomas industriales — Área 300 (Tratamiento),und,118,44,10240,0.44,3604
STAP-ELE-106,Eléctrica,Montaje de subestación / CCM — Área 600 (Servicios),und,1,0,92271,0.17,0
STAP-ELE-107,Eléctrica,Cableado de control — Área 300 (Tratamiento),m,7914,5864,56585,0.93,46987
STAP-ELE-108,Eléctrica,Montaje de tablero eléctrico — Área 200 (Separación),und,7,3,77630,0.52,34645
STAP-ELE-109,Eléctrica,Iluminación y tomas industriales — Área 200 (Separación),und,87,64,6625,0.9,5525
STAP-ELE-110,Eléctrica,Iluminación y tomas industriales — Área 600 (Servicios),und,134,81,13167,0.78,7565
STAP-ELE-111,Eléctrica,Montaje de tablero eléctrico — Área 300 (Tratamiento),und,6,5,34147,0.94,30901
STAP-ELE-112,Eléctrica,Cableado de potencia — Área 600 (Servicios),m,12772,3889,209972,0.48,69683
STAP-ELE-113,Eléctrica,Sistema de puesta a tierra — Área 400 (Bombeo),m,5311,1869,21722,0.43,7819
STAP-ELE-114,Eléctrica,Montaje de subestación / CCM — Área 400 (Bombeo),und,1,1,154978,1.0,148025
STAP-ROT-001,Rotativa,Montaje de motor eléctrico asociado — Área 600 (Servicios),und,6,1,40298,0.34,6726
STAP-ROT-002,Rotativa,Montaje de bomba centrífuga de transferencia — Área 300 (Tratamiento),und,4,1,93938,0.41,22682
STAP-ROT-003,Rotativa,Montaje de motor eléctrico asociado — Área 500 (Inyección),und,8,2,25023,0.38,6269
STAP-ROT-004,Rotativa,Montaje de compresor — Área 300 (Tratamiento),und,2,1,179182,0.63,91205
STAP-ROT-005,Rotativa,Montaje de compresor — Área 600 (Servicios),und,2,0,243515,0.1,0
STAP-ROT-006,Rotativa,Montaje de motor eléctrico asociado — Área 600 (Servicios),und,8,0,62474,0.16,0
STAP-ROT-007,Rotativa,Montaje de bomba centrífuga de transferencia — Área 600 (Servicios),und,4,2,127022,0.61,71824
STAP-ROT-008,Rotativa,Montaje de bomba centrífuga de transferencia — Área 600 (Servicios),und,1,0,40570,0.15,0
STAP-ROT-009,Rotativa,Montaje de bomba centrífuga de transferencia — Área 500 (Inyección),und,4,2,122811,0.59,57942
STAP-ROT-010,Rotativa,Montaje de bomba de inyección — Área 400 (Bombeo),und,3,1,117836,0.43,43017
STAP-ROT-011,Rotativa,Montaje de bomba centrífuga de transferencia — Área 100 (Recepción),und,3,1,94514,0.45,33790
STAP-ROT-012,Rotativa,Montaje de compresor — Área 500 (Inyección),und,1,0,83181,0.09,0
STAP-ROT-013,Rotativa,Pruebas y puesta en marcha de rotativos — Área 200 (Separación),und,2,0,8136,0.18,0
STAP-ROT-014,Rotativa,Montaje de motor eléctrico asociado — Área 200 (Separación),und,6,3,36736,0.68,20448
STAP-ROT-015,Rotativa,Montaje de compresor — Área 400 (Bombeo),und,1,0,0,0.08,0
STAP-ROT-016,Rotativa,Montaje de motor eléctrico asociado — Área 600 (Servicios),und,3,1,123429,0.43,7168
STAP-ROT-017,Rotativa,Montaje de motor eléctrico asociado — Área 600 (Servicios),und,8,3,43146,0.57,18171
STAP-ROT-018,Rotativa,Montaje de compresor — Área 500 (Inyección),und,2,0,188610,0.08,0
STAP-ROT-019,Rotativa,Alineación láser de equipo rotativo — Área 500 (Inyección),und,8,4,9425,0.62,4490
STAP-ROT-020,Rotativa,Montaje de compresor — Área 100 (Recepción),und,1,0,84250,0.16,0
STAP-ROT-021,Rotativa,Montaje de bomba de inyección — Área 200 (Separación),und,2,0,84974,0.18,0
STAP-ROT-022,Rotativa,Montaje de motor eléctrico asociado — Área 500 (Inyección),und,6,1,45871,0.23,7686
STAP-ROT-023,Rotativa,Montaje de compresor — Área 300 (Tratamiento),und,2,0,262402,0.16,0
STAP-ROT-024,Rotativa,Montaje de motor eléctrico asociado — Área 400 (Bombeo),und,4,1,16780,0.29,4393
STAP-ROT-025,Rotativa,Montaje de bomba de inyección — Área 400 (Bombeo),und,3,1,96853,0.53,34385
